item1,item2,sim
i66,i536,0.0326530612244898
i371,i185,0.0326530612244898
i43,i536,0.0326530612244898
i350,i341,0.0326530612244898
i143,i9,0.0326530612244898
i274,i185,0.0326530612244898
i344,i239,0.0326530612244898
i280,i405,0.0326530612244898
i143,i536,0.0326530612244898
i426,i58,0.0326530612244898
i458,i371,0.0326530612244898
i350,i239,0.0326530612244898
i429,i43,0.0326530612244898
i66,i97,0.0326530612244898
i451,i18,0.0326530612244898
i274,i239,0.0326530612244898
i143,i550,0.0326530612244898
i424,i341,0.0326530612244898
i424,i239,0.0326530612244898
i18,i239,0.0326530612244898
i405,i43,0.0326530612244898
i44,i43,0.0326530612244898
i11,i451,0.0326530612244898
i490,i371,0.0326530612244898
i490,i58,0.0326530612244898
i350,i424,0.0326530612244898
i280,i239,0.0326530612244898
i344,i371,0.0326530612244898
i429,i538,0.0326530612244898
i405,i18,0.0326530612244898
i44,i536,0.0326530612244898
i143,i445,0.0326530612244898
i405,i278,0.0326530612244898
i11,i148,0.0326530612244898
i405,i207,0.0326530612244898
i58,i371,0.0326530612244898
i148,i185,0.0326530612244898
i405,i451,0.0326530612244898
i451,i239,0.0326530612244898
i43,i207,0.0326530612244898
i344,i445,0.0326530612244898
i429,i239,0.0326530612244898
i344,i274,0.0326530612244898
i451,i43,0.0326530612244898
i148,i411,0.0326530612244898
i58,i344,0.0326530612244898
i490,i451,0.0326530612244898
i185,i278,0.0326530612244898
i479,i278,0.0326530612244898
i148,i43,0.0326530612244898
i44,i378,0.0326530612244898
i148,i18,0.0326530612244898
i405,i424,0.0326530612244898
i411,i371,0.0326530612244898
i143,i538,0.0326530612244898
i378,i239,0.0326530612244898
i280,i18,0.0326530612244898
i424,i18,0.0326530612244898
i239,i341,0.0326530612244898
i143,i18,0.0326530612244898
i11,i490,0.0326530612244898
i148,i58,0.0326530612244898
i148,i470,0.0326530612244898
i148,i239,0.0326530612244898
i426,i18,0.0326530612244898
i143,i145,0.0326530612244898
i424,i536,0.0326530612244898
i43,i278,0.0326530612244898
i490,i411,0.0326530612244898
i405,i536,0.0326530612244898
i280,i341,0.0326530612244898
i11,i58,0.0326530612244898
i148,i265,0.0326530612244898
i405,i148,0.0326530612244898
i490,i458,0.0326530612244898
i545,i274,0.0326530612244898
i344,i411,0.0326530612244898
i426,i239,0.0326530612244898
i23,i239,0.0326530612244898
i11,i411,0.0326530612244898
i75,i179,0.032
i75,i39,0.032
i291,i440,0.032
i394,i387,0.032
i247,i287,0.032
i182,i531,0.032
i75,i87,0.032
i8,i228,0.032
i394,i456,0.032
i116,i39,0.032
i8,i309,0.032
i291,i300,0.032
i144,i309,0.032
i247,i213,0.032
i8,i213,0.032
i75,i262,0.032
i535,i351,0.032
i182,i355,0.032
i116,i284,0.032
i116,i72,0.032
i116,i196,0.032
i144,i300,0.032
i535,i303,0.032
i75,i300,0.032
i182,i247,0.032
i330,i394,0.032
i394,i132,0.032
i394,i298,0.032
i182,i196,0.032
i182,i213,0.032
i116,i236,0.032
i190,i156,0.032
i247,i196,0.032
i75,i213,0.032
i75,i416,0.032
i291,i442,0.032
i8,i533,0.032
i84,i20,0.032
i144,i179,0.032
i144,i52,0.032
i394,i50,0.032
i144,i291,0.032
i144,i56,0.032
i75,i228,0.032
i394,i557,0.032
i21,i281,0.032
i394,i17,0.032
i291,i52,0.032
i144,i287,0.032
i71,i281,0.032
i291,i355,0.032
i144,i20,0.032
i182,i351,0.032
i291,i320,0.032
i420,i394,0.032
i144,i87,0.032
i137,i262,0.032
i144,i474,0.032
i56,i320,0.032
i291,i309,0.032
i481,i287,0.032
i116,i84,0.032
i255,i440,0.032
i204,i281,0.032
i144,i533,0.032
i511,i281,0.032
i535,i156,0.032
i394,i369,0.032
i481,i556,0.032
i394,i460,0.032
i535,i262,0.032
i75,i320,0.032
i75,i351,0.032
i116,i144,0.032
i75,i196,0.032
i116,i529,0.032
i116,i247,0.032
i481,i182,0.032
i116,i535,0.032
i75,i287,0.032
i530,i281,0.032
i56,i52,0.032
i182,i262,0.032
i8,i75,0.032
i8,i52,0.032
i247,i355,0.032
i291,i535,0.032
i394,i476,0.032
i394,i157,0.032
i75,i20,0.032
i182,i6,0.032
i535,i52,0.032
i394,i425,0.032
i402,i394,0.032
i116,i26,0.032
i247,i156,0.032
i182,i556,0.032
i116,i303,0.032
i158,i394,0.032
i75,i52,0.032
i182,i322,0.032
i402,i281,0.032
i247,i533,0.032
i511,i394,0.032
i116,i87,0.032
i116,i287,0.032
i116,i262,0.032
i75,i529,0.032
i182,i303,0.032
i428,i309,0.032
i394,i140,0.032
i75,i144,0.032
i75,i26,0.032
i481,i322,0.032
i189,i115,0.032
i529,i533,0.032
i394,i54,0.032
i182,i287,0.032
i75,i309,0.032
i535,i228,0.032
i394,i129,0.032
i182,i416,0.032
i247,i20,0.032
i481,i6,0.032
i116,i320,0.032
i394,i357,0.032
i116,i300,0.032
i75,i236,0.032
i182,i440,0.032
i394,i506,0.032
i116,i179,0.032
i75,i303,0.032
i204,i394,0.032
i116,i156,0.032
i116,i416,0.032
i394,i459,0.032
i394,i128,0.032
i394,i118,0.032
i144,i196,0.032
i231,i394,0.032
i281,i85,0.032
i201,i91,0.032
i299,i290,0.032
i201,i485,0.032
i299,i179,0.032
i281,i357,0.032
i281,i129,0.032
i358,i262,0.032
i201,i291,0.032
i201,i151,0.032
i281,i457,0.032
i281,i54,0.032
i299,i522,0.032
i281,i456,0.032
i399,i196,0.032
i399,i351,0.032
i399,i303,0.032
i300,i320,0.032
i281,i232,0.032
i300,i151,0.032
i281,i302,0.032
i300,i533,0.032
i300,i442,0.032
i284,i213,0.032
i299,i309,0.032
i299,i87,0.032
i281,i452,0.032
i281,i118,0.032
i281,i425,0.032
i284,i151,0.032
i281,i369,0.032
i299,i6,0.032
i201,i175,0.032
i281,i466,0.032
i281,i393,0.032
i358,i213,0.032
i201,i355,0.032
i281,i120,0.032
i72,i355,0.032
i358,i116,0.032
i299,i322,0.032
i299,i182,0.032
i72,i351,0.032
i299,i75,0.032
i299,i481,0.032
i299,i116,0.032
i358,i75,0.032
i87,i303,0.032
i531,i196,0.032
i355,i156,0.032
i438,i116,0.032
i72,i309,0.032
i175,i303,0.032
i438,i75,0.032
i355,i262,0.032
i438,i182,0.032
i72,i303,0.032
i299,i72,0.032
i347,i281,0.032
i236,i213,0.032
i531,i351,0.032
i531,i440,0.032
i531,i303,0.032
i284,i351,0.032
i227,i262,0.032
i281,i557,0.032
i281,i298,0.032
i236,i303,0.032
i236,i351,0.032
i299,i228,0.032
i368,i531,0.032
i236,i196,0.032
i6,i287,0.032
i284,i52,0.032
i368,i556,0.032
i284,i533,0.032
i300,i20,0.032
i284,i20,0.032
i57,i20,0.032
i57,i213,0.032
i213,i556,0.032
i213,i531,0.032
i57,i474,0.032
i57,i442,0.032
i87,i196,0.032
i213,i196,0.032
i57,i309,0.032
i299,i213,0.032
i91,i351,0.032
i356,i281,0.032
i87,i213,0.032
i91,i144,0.032
i213,i440,0.032
i57,i416,0.032
i91,i320,0.032
i262,i531,0.032
i57,i196,0.032
i262,i556,0.032
i91,i213,0.032
i91,i228,0.032
i273,i394,0.032
i91,i300,0.032
i228,i303,0.032
i262,i309,0.032
i57,i303,0.032
i57,i287,0.032
i91,i156,0.032
i27,i281,0.032
i91,i416,0.032
i91,i284,0.032
i262,i236,0.032
i91,i309,0.032
i87,i287,0.032
i91,i20,0.032
i262,i196,0.032
i57,i522,0.032
i87,i20,0.032
i485,i440,0.032
i533,i320,0.032
i299,i287,0.032
i556,i196,0.032
i556,i351,0.032
i358,i303,0.032
i533,i287,0.032
i533,i196,0.032
i273,i281,0.032
i533,i213,0.032
i556,i440,0.032
i277,i281,0.032
i388,i281,0.032
i556,i303,0.032
i300,i416,0.032
i284,i309,0.032
i299,i303,0.032
i57,i116,0.032
i213,i52,0.032
i57,i75,0.032
i474,i287,0.032
i474,i196,0.032
i87,i309,0.032
i91,i75,0.032
i87,i262,0.032
i57,i228,0.032
i231,i281,0.032
i262,i351,0.032
i262,i440,0.032
i91,i8,0.032
i442,i320,0.032
i57,i144,0.032
i57,i227,0.032
i57,i72,0.032
i228,i351,0.032
i72,i156,0.032
i368,i355,0.032
i322,i287,0.032
i152,i303,0.032
i156,i399,0.032
i156,i531,0.032
i309,i533,0.032
i156,i196,0.032
i156,i440,0.032
i156,i52,0.032
i351,i303,0.032
i351,i52,0.032
i156,i303,0.032
i351,i440,0.032
i351,i287,0.032
i196,i303,0.032
i196,i440,0.032
i290,i262,0.032
i156,i533,0.032
i290,i213,0.032
i438,i156,0.032
i290,i303,0.032
i179,i20,0.032
i410,i281,0.032
i228,i87,0.032
i416,i87,0.032
i179,i309,0.032
i416,i20,0.032
i179,i262,0.032
i416,i533,0.032
i151,i52,0.032
i151,i440,0.032
i156,i556,0.032
i156,i20,0.032
i416,i474,0.032
i309,i303,0.032
i26,i309,0.032
i179,i303,0.032
i181,i394,0.032
i175,i57,0.032
i115,i460,0.032
i20,i474,0.032
i20,i213,0.032
i175,i485,0.032
i320,i52,0.032
i175,i299,0.032
i20,i52,0.032
i522,i262,0.032
i115,i140,0.032
i309,i52,0.032
i156,i309,0.032
i179,i287,0.032
i440,i303,0.032
i33,i281,0.032
i309,i320,0.032
i33,i394,0.032
i179,i196,0.032
i228,i179,0.032
i309,i351,0.032
i115,i164,0.032
i228,i156,0.032
i156,i290,0.032
i156,i262,0.032
i156,i284,0.032
i416,i442,0.032
i179,i213,0.032
i228,i52,0.032
i355,i196,0.032
i438,i20,0.032
i438,i533,0.032
i438,i474,0.032
i355,i303,0.032
i322,i6,0.032
i61,i281,0.032
i175,i213,0.032
i228,i533,0.032
i355,i351,0.032
i355,i151,0.032
i309,i20,0.032
i355,i531,0.032
i412,i394,0.032
i355,i556,0.032
i472,i281,0.032
i438,i196,0.032
i438,i351,0.032
i355,i213,0.032
i438,i287,0.032
i482,i394,0.032
i228,i20,0.032
i472,i394,0.032
i438,i416,0.032
i228,i284,0.032
i416,i196,0.032
i228,i262,0.032
i179,i416,0.032
i416,i287,0.032
i416,i320,0.032
i416,i52,0.032
i175,i355,0.032
i256,i394,0.032
i72,i228,0.032
i268,i281,0.032
i540,i549,0.031746031746031744
i41,i400,0.03157894736842105
i293,i319,0.03157894736842105
i304,i301,0.031372549019607836
i110,i45,0.031372549019607836
i67,i142,0.031372549019607836
i261,i135,0.031372549019607836
i304,i243,0.031372549019607836
i210,i68,0.031372549019607836
i304,i407,0.031372549019607836
i304,i261,0.031372549019607836
i187,i142,0.031372549019607836
i187,i304,0.031372549019607836
i142,i92,0.031372549019607836
i142,i328,0.031372549019607836
i210,i365,0.031372549019607836
i142,i397,0.031372549019607836
i304,i202,0.031372549019607836
i514,i210,0.031372549019607836
i210,i261,0.031372549019607836
i367,i304,0.031372549019607836
i304,i234,0.031372549019607836
i304,i170,0.031372549019607836
i210,i554,0.031372549019607836
i512,i304,0.031372549019607836
i430,i304,0.031372549019607836
i165,i304,0.031372549019607836
i259,i135,0.031372549019607836
i210,i397,0.031372549019607836
i304,i14,0.031372549019607836
i304,i461,0.031372549019607836
i304,i259,0.031372549019607836
i169,i202,0.031372549019607836
i514,i304,0.031372549019607836
i169,i486,0.031372549019607836
i304,i68,0.031372549019607836
i130,i304,0.031372549019607836
i47,i142,0.031372549019607836
i304,i338,0.031372549019607836
i304,i454,0.031372549019607836
i169,i47,0.031372549019607836
i169,i92,0.031372549019607836
i169,i138,0.031372549019607836
i169,i174,0.031372549019607836
i169,i328,0.031372549019607836
i169,i178,0.031372549019607836
i507,i68,0.031372549019607836
i169,i234,0.031372549019607836
i169,i397,0.031372549019607836
i304,i92,0.031372549019607836
i169,i187,0.031372549019607836
i154,i45,0.031372549019607836
i304,i67,0.031372549019607836
i508,i210,0.031372549019607836
i304,i77,0.031372549019607836
i5,i210,0.031372549019607836
i169,i68,0.031372549019607836
i45,i68,0.031372549019607836
i304,i328,0.031372549019607836
i202,i142,0.031372549019607836
i234,i142,0.031372549019607836
i304,i554,0.031372549019607836
i304,i354,0.031372549019607836
i430,i142,0.031372549019607836
i40,i324,0.03125
i324,i153,0.03125
i148,i184,0.03116883116883117
i122,i344,0.03116883116883117
i405,i502,0.03116883116883117
i334,i143,0.03116883116883117
i274,i524,0.03116883116883117
i122,i451,0.03116883116883117
i334,i445,0.03116883116883117
i502,i536,0.03116883116883117
i146,i278,0.03116883116883117
i122,i239,0.03116883116883117
i184,i278,0.03116883116883117
i282,i185,0.03116883116883117
i471,i239,0.03116883116883117
i344,i524,0.03116883116883117
i490,i419,0.03116883116883117
i545,i360,0.03116883116883117
i143,i250,0.03116883116883117
i148,i122,0.03116883116883117
i143,i419,0.03116883116883117
i143,i122,0.03116883116883117
i344,i419,0.03116883116883117
i371,i419,0.03116883116883117
i280,i502,0.03116883116883117
i148,i146,0.03116883116883117
i280,i250,0.03116883116883117
i419,i239,0.03116883116883117
i536,i250,0.03116883116883117
i376,i326,0.030769230769230767
i31,i561,0.030769230769230767
i376,i555,0.030769230769230767
i376,i389,0.030769230769230767
i376,i306,0.030769230769230767
i31,i457,0.030769230769230767
i376,i178,0.030769230769230767
i31,i384,0.030769230769230767
i31,i476,0.030769230769230767
i376,i459,0.030769230769230767
i403,i376,0.030769230769230767
i31,i326,0.030769230769230767
i376,i128,0.030769230769230767
i376,i205,0.030769230769230767
i71,i376,0.030769230769230767
i31,i124,0.030769230769230767
i373,i90,0.030769230769230767
i31,i459,0.030769230769230767
i376,i157,0.030769230769230767
i376,i346,0.030769230769230767
i31,i133,0.030769230769230767
i205,i90,0.030769230769230767
i31,i77,0.030769230769230767
i520,i260,0.030769230769230767
i31,i157,0.030769230769230767
i31,i518,0.030769230769230767
i31,i346,0.030769230769230767
i31,i555,0.030769230769230767
i31,i415,0.030769230769230767
i373,i194,0.030769230769230767
i376,i272,0.030769230769230767
i31,i437,0.030769230769230767
i31,i306,0.030769230769230767
i376,i476,0.030769230769230767
i33,i230,0.030769230769230767
i31,i296,0.030769230769230767
i31,i546,0.030769230769230767
i31,i74,0.030769230769230767
i31,i453,0.030769230769230767
i31,i472,0.030769230769230767
i74,i194,0.030769230769230767
i520,i496,0.030769230769230767
i520,i28,0.030769230769230767
i31,i359,0.030769230769230767
i31,i4,0.030769230769230767
i31,i501,0.030769230769230767
i188,i194,0.030769230769230767
i31,i220,0.030769230769230767
i31,i422,0.030769230769230767
i31,i349,0.030769230769230767
i359,i90,0.030769230769230767
i230,i557,0.030769230769230767
i31,i42,0.030769230769230767
i31,i225,0.030769230769230767
i230,i17,0.030769230769230767
i31,i131,0.030769230769230767
i31,i504,0.030769230769230767
i31,i370,0.030769230769230767
i31,i543,0.030769230769230767
i31,i109,0.030769230769230767
i74,i376,0.030769230769230767
i31,i354,0.030769230769230767
i414,i194,0.030769230769230767
i230,i298,0.030769230769230767
i384,i194,0.030769230769230767
i205,i194,0.030769230769230767
i31,i373,0.030769230769230767
i74,i90,0.030769230769230767
i330,i381,0.030769230769230767
i31,i93,0.030769230769230767
i31,i248,0.030769230769230767
i31,i400,0.030769230769230767
i31,i76,0.030769230769230767
i230,i50,0.030769230769230767
i31,i241,0.030769230769230767
i31,i61,0.030769230769230767
i31,i420,0.030769230769230767
i473,i528,0.030769230769230767
i95,i343,0.030769230769230767
i31,i477,0.030769230769230767
i31,i272,0.030769230769230767
i414,i343,0.030769230769230767
i31,i439,0.030769230769230767
i90,i457,0.030769230769230767
i4,i194,0.030769230769230767
i305,i194,0.030769230769230767
i305,i260,0.030769230769230767
i305,i159,0.030769230769230767
i414,i28,0.030769230769230767
i76,i528,0.030769230769230767
i158,i194,0.030769230769230767
i76,i194,0.030769230769230767
i504,i343,0.030769230769230767
i158,i343,0.030769230769230767
i504,i28,0.030769230769230767
i158,i260,0.030769230769230767
i90,i476,0.030769230769230767
i90,i157,0.030769230769230767
i90,i518,0.030769230769230767
i4,i90,0.030769230769230767
i90,i296,0.030769230769230767
i414,i90,0.030769230769230767
i31,i114,0.030769230769230767
i305,i343,0.030769230769230767
i209,i343,0.030769230769230767
i27,i90,0.030769230769230767
i158,i376,0.030769230769230767
i288,i194,0.030769230769230767
i495,i496,0.030769230769230767
i27,i28,0.030769230769230767
i93,i90,0.030769230769230767
i387,i381,0.030769230769230767
i76,i159,0.030769230769230767
i379,i90,0.030769230769230767
i551,i528,0.030769230769230767
i551,i194,0.030769230769230767
i109,i376,0.030769230769230767
i231,i230,0.030769230769230767
i500,i230,0.030769230769230767
i158,i230,0.030769230769230767
i76,i260,0.030769230769230767
i90,i133,0.030769230769230767
i90,i384,0.030769230769230767
i402,i381,0.030769230769230767
i90,i506,0.030769230769230767
i347,i194,0.030769230769230767
i359,i343,0.030769230769230767
i347,i528,0.030769230769230767
i256,i230,0.030769230769230767
i128,i381,0.030769230769230767
i422,i376,0.030769230769230767
i256,i381,0.030769230769230767
i453,i194,0.030769230769230767
i164,i381,0.030769230769230767
i128,i159,0.030769230769230767
i120,i194,0.030769230769230767
i76,i90,0.030769230769230767
i120,i528,0.030769230769230767
i93,i194,0.030769230769230767
i456,i381,0.030769230769230767
i359,i194,0.030769230769230767
i418,i90,0.030769230769230767
i107,i194,0.030769230769230767
i511,i230,0.030769230769230767
i17,i381,0.030769230769230767
i4,i343,0.030769230769230767
i204,i381,0.030769230769230767
i40,i194,0.030769230769230767
i54,i381,0.030769230769230767
i158,i381,0.030769230769230767
i379,i194,0.030769230769230767
i204,i230,0.030769230769230767
i132,i381,0.030769230769230767
i347,i28,0.030769230769230767
i128,i260,0.030769230769230767
i158,i159,0.030769230769230767
i4,i28,0.030769230769230767
i347,i343,0.030769230769230767
i506,i194,0.030769230769230767
i95,i194,0.030769230769230767
i347,i90,0.030769230769230767
i128,i194,0.030769230769230767
i90,i272,0.030769230769230767
i359,i376,0.030769230769230767
i31,i155,0.030769230769230767
i260,i439,0.030769230769230767
i343,i61,0.030769230769230767
i477,i194,0.030769230769230767
i248,i159,0.030769230769230767
i260,i289,0.030769230769230767
i472,i528,0.030769230769230767
i260,i415,0.030769230769230767
i472,i260,0.030769230769230767
i298,i260,0.030769230769230767
i480,i194,0.030769230769230767
i501,i28,0.030769230769230767
i402,i230,0.030769230769230767
i477,i376,0.030769230769230767
i354,i194,0.030769230769230767
i472,i381,0.030769230769230767
i220,i90,0.030769230769230767
i248,i260,0.030769230769230767
i248,i194,0.030769230769230767
i51,i28,0.030769230769230767
i343,i407,0.030769230769230767
i343,i439,0.030769230769230767
i388,i376,0.030769230769230767
i31,i347,0.030769230769230767
i370,i260,0.030769230769230767
i343,i561,0.030769230769230767
i370,i194,0.030769230769230767
i343,i415,0.030769230769230767
i343,i241,0.030769230769230767
i51,i194,0.030769230769230767
i343,i76,0.030769230769230767
i298,i159,0.030769230769230767
i343,i289,0.030769230769230767
i472,i159,0.030769230769230767
i171,i295,0.030769230769230767
i171,i31,0.030769230769230767
i333,i381,0.030769230769230767
i50,i376,0.030769230769230767
i42,i343,0.030769230769230767
i28,i518,0.030769230769230767
i271,i376,0.030769230769230767
i472,i28,0.030769230769230767
i408,i260,0.030769230769230767
i374,i376,0.030769230769230767
i374,i31,0.030769230769230767
i516,i528,0.030769230769230767
i501,i194,0.030769230769230767
i216,i230,0.030769230769230767
i516,i31,0.030769230769230767
i543,i159,0.030769230769230767
i117,i194,0.030769230769230767
i543,i260,0.030769230769230767
i171,i343,0.030769230769230767
i543,i194,0.030769230769230767
i501,i90,0.030769230769230767
i155,i194,0.030769230769230767
i501,i376,0.030769230769230767
i194,i77,0.030769230769230767
i543,i343,0.030769230769230767
i420,i381,0.030769230769230767
i271,i230,0.030769230769230767
i400,i528,0.030769230769230767
i271,i496,0.030769230769230767
i171,i194,0.030769230769230767
i171,i90,0.030769230769230767
i171,i376,0.030769230769230767
i501,i343,0.030769230769230767
i155,i90,0.030769230769230767
i496,i459,0.030769230769230767
i28,i296,0.030769230769230767
i343,i384,0.030769230769230767
i425,i381,0.030769230769230767
i447,i381,0.030769230769230767
i343,i506,0.030769230769230767
i343,i128,0.030769230769230767
i61,i194,0.030769230769230767
i369,i381,0.030769230769230767
i61,i528,0.030769230769230767
i298,i90,0.030769230769230767
i343,i457,0.030769230769230767
i114,i194,0.030769230769230767
i447,i376,0.030769230769230767
i447,i343,0.030769230769230767
i343,i296,0.030769230769230767
i447,i28,0.030769230769230767
i412,i381,0.030769230769230767
i482,i230,0.030769230769230767
i482,i381,0.030769230769230767
i343,i373,0.030769230769230767
i343,i74,0.030769230769230767
i412,i230,0.030769230769230767
i472,i496,0.030769230769230767
i61,i90,0.030769230769230767
i194,i439,0.030769230769230767
i194,i561,0.030769230769230767
i114,i376,0.030769230769230767
i194,i415,0.030769230769230767
i194,i518,0.030769230769230767
i343,i205,0.030769230769230767
i194,i476,0.030769230769230767
i194,i29,0.030769230769230767
i194,i157,0.030769230769230767
i226,i343,0.030769230769230767
i226,i28,0.030769230769230767
i517,i31,0.030769230769230767
i348,i194,0.030769230769230767
i298,i376,0.030769230769230767
i343,i476,0.030769230769230767
i343,i157,0.030769230769230767
i437,i194,0.030769230769230767
i496,i120,0.030769230769230767
i70,i194,0.030769230769230767
i437,i260,0.030769230769230767
i437,i159,0.030769230769230767
i343,i518,0.030769230769230767
i209,i194,0.030769230769230767
i407,i194,0.030769230769230767
i343,i315,0.030769230769230767
i389,i194,0.030769230769230767
i389,i528,0.030769230769230767
i155,i343,0.030769230769230767
i343,i532,0.030769230769230767
i134,i194,0.030769230769230767
i343,i437,0.030769230769230767
i472,i343,0.030769230769230767
i353,i194,0.030769230769230767
i353,i90,0.030769230769230767
i353,i343,0.030769230769230767
i343,i248,0.030769230769230767
i353,i28,0.030769230769230767
i353,i31,0.030769230769230767
i528,i272,0.030769230769230767
i339,i343,0.030769230769230767
i343,i50,0.030769230769230767
i517,i194,0.030769230769230767
i343,i93,0.030769230769230767
i225,i194,0.030769230769230767
i400,i194,0.030769230769230767
i295,i494,0.030769230769230767
i295,i400,0.030769230769230767
i295,i385,0.030769230769230767
i295,i501,0.030769230769230767
i459,i381,0.030769230769230767
i295,i359,0.030769230769230767
i295,i71,0.030769230769230767
i459,i528,0.030769230769230767
i459,i194,0.030769230769230767
i494,i496,0.030769230769230767
i295,i388,0.030769230769230767
i295,i298,0.030769230769230767
i230,i441,0.030769230769230767
i295,i74,0.030769230769230767
i295,i506,0.030769230769230767
i295,i134,0.030769230769230767
i230,i460,0.030769230769230767
i295,i225,0.030769230769230767
i10,i468,0.030769230769230767
i494,i194,0.030769230769230767
i230,i527,0.030769230769230767
i230,i104,0.030769230769230767
i494,i528,0.030769230769230767
i230,i369,0.030769230769230767
i230,i222,0.030769230769230767
i10,i528,0.030769230769230767
i10,i260,0.030769230769230767
i494,i376,0.030769230769230767
i50,i381,0.030769230769230767
i511,i381,0.030769230769230767
i50,i159,0.030769230769230767
i80,i381,0.030769230769230767
i42,i528,0.030769230769230767
i42,i260,0.030769230769230767
i295,i157,0.030769230769230767
i295,i476,0.030769230769230767
i28,i420,0.030769230769230767
i31,i559,0.030769230769230767
i439,i159,0.030769230769230767
i385,i496,0.030769230769230767
i230,i387,0.030769230769230767
i330,i230,0.030769230769230767
i230,i132,0.030769230769230767
i31,i305,0.030769230769230767
i31,i379,0.030769230769230767
i231,i381,0.030769230769230767
i31,i119,0.030769230769230767
i31,i293,0.030769230769230767
i31,i447,0.030769230769230767
i31,i209,0.030769230769230767
i31,i403,0.030769230769230767
i420,i496,0.030769230769230767
i230,i456,0.030769230769230767
i230,i140,0.030769230769230767
i385,i230,0.030769230769230767
i457,i194,0.030769230769230767
i230,i506,0.030769230769230767
i181,i381,0.030769230769230767
i457,i528,0.030769230769230767
i230,i128,0.030769230769230767
i181,i230,0.030769230769230767
i230,i129,0.030769230769230767
i230,i357,0.030769230769230767
i385,i376,0.030769230769230767
i420,i376,0.030769230769230767
i28,i71,0.030769230769230767
i385,i194,0.030769230769230767
i385,i528,0.030769230769230767
i385,i159,0.030769230769230767
i494,i159,0.030769230769230767
i194,i19,0.030769230769230767
i420,i528,0.030769230769230767
i28,i205,0.030769230769230767
i117,i28,0.030769230769230767
i225,i90,0.030769230769230767
i119,i230,0.030769230769230767
i50,i194,0.030769230769230767
i28,i473,0.030769230769230767
i28,i93,0.030769230769230767
i357,i381,0.030769230769230767
i296,i194,0.030769230769230767
i10,i376,0.030769230769230767
i28,i373,0.030769230769230767
i225,i376,0.030769230769230767
i119,i90,0.030769230769230767
i119,i528,0.030769230769230767
i119,i159,0.030769230769230767
i420,i194,0.030769230769230767
i131,i90,0.030769230769230767
i129,i381,0.030769230769230767
i28,i457,0.030769230769230767
i50,i260,0.030769230769230767
i28,i551,0.030769230769230767
i28,i120,0.030769230769230767
i28,i70,0.030769230769230767
i131,i194,0.030769230769230767
i225,i343,0.030769230769230767
i400,i90,0.030769230769230767
i28,i61,0.030769230769230767
i415,i159,0.030769230769230767
i273,i230,0.030769230769230767
i119,i343,0.030769230769230767
i28,i388,0.030769230769230767
i230,i118,0.030769230769230767
i28,i459,0.030769230769230767
i199,i496,0.030769230769230767
i119,i496,0.030769230769230767
i10,i343,0.030769230769230767
i416,i427,0.03047619047619048
i84,i344,0.03047619047619048
i517,i26,0.03
i213,i217,0.03
i8,i29,0.03
i517,i175,0.03
i517,i474,0.03
i517,i72,0.03
i72,i134,0.03
i517,i290,0.03
i517,i247,0.03
i535,i488,0.03
i293,i352,0.03
i517,i236,0.03
i20,i217,0.03
i208,i309,0.03
i517,i535,0.03
i72,i29,0.03
i504,i60,0.03
i391,i95,0.03
i535,i263,0.03
i116,i217,0.03
i309,i324,0.03
i391,i349,0.03
i358,i29,0.03
i559,i442,0.03
i535,i40,0.03
i116,i469,0.03
i236,i134,0.03
i324,i52,0.03
i266,i27,0.03
i535,i134,0.03
i348,i26,0.03
i474,i417,0.03
i535,i29,0.03
i241,i474,0.03
i537,i247,0.03
i290,i102,0.03
i26,i134,0.03
i348,i236,0.03
i247,i40,0.03
i217,i287,0.03
i217,i351,0.03
i523,i442,0.03
i409,i56,0.03
i27,i391,0.03
i72,i40,0.03
i504,i391,0.03
i217,i196,0.03
i537,i236,0.03
i533,i217,0.03
i247,i153,0.03
i549,i454,0.02962962962962963
i549,i554,0.02962962962962963
i549,i329,0.02962962962962963
i202,i167,0.02962962962962963
i562,i77,0.02962962962962963
i562,i55,0.02962962962962963
i512,i1,0.02962962962962963
i549,i338,0.02962962962962963
i562,i461,0.02962962962962963
i562,i549,0.02962962962962963
i562,i67,0.02962962962962963
i549,i532,0.02962962962962963
i461,i240,0.02962962962962963
i562,i390,0.02962962962962963
i549,i163,0.02962962962962963
i130,i484,0.02962962962962963
i562,i532,0.02962962962962963
i549,i170,0.02962962962962963
i549,i73,0.02962962962962963
i549,i552,0.02962962962962963
i484,i127,0.02962962962962963
i562,i301,0.02962962962962963
i549,i436,0.02962962962962963
i549,i243,0.02962962962962963
i549,i315,0.02962962962962963
i484,i480,0.02962962962962963
i549,i234,0.02962962962962963
i549,i100,0.02962962962962963
i549,i77,0.02962962962962963
i549,i138,0.02962962962962963
i562,i224,0.02962962962962963
i549,i224,0.02962962962962963
i549,i328,0.02962962962962963
i549,i124,0.02962962962962963
i562,i315,0.02962962962962963
i130,i136,0.02962962962962963
i484,i138,0.02962962962962963
i549,i354,0.02962962962962963
i512,i233,0.02962962962962963
i549,i233,0.02962962962962963
i130,i176,0.02962962962962963
i202,i16,0.02962962962962963
i549,i453,0.02962962962962963
i562,i453,0.02962962962962963
i562,i436,0.02962962962962963
i484,i547,0.02962962962962963
i549,i64,0.02962962962962963
i549,i480,0.02962962962962963
i51,i549,0.02962962962962963
i562,i407,0.02962962962962963
i267,i92,0.02962962962962963
i273,i327,0.02962962962962963
